waza,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label
hadouken_1_0,-91.12330271,169.3803447,143.7461623,111.0595733,-16.26020471,31.60750225,58.84797762,91.94974167,92.30790079,94.43028197,69.30454927,74.87220504,79.39996433,-100.3048465,-88.09084757,-121.5689711,-75.81570575,0
hadouken_1_1,-91.15733307,168.6900675,144.3020547,117.6856081,-17.21607359,31.03510865,62.63645307,91.69895297,91.87551405,94.2249866,69.47162053,75.02227947,79.37385449,-101.0035409,-88.53119929,-120.9637565,-80.13419306,0
hadouken_1_2,-91.73570459,169.3302172,145.9228047,123.3262897,-15.18583726,27.91976643,62.2414594,90.71915612,91.29216689,94.00519657,68.92925477,73.93581551,78.93881754,-103.4161835,-88.54364137,-121.4568234,-76.10880883,0
hadouken_1_3,-91.718358,170.6764082,148.8547369,126.0760116,-15.39554925,28.15068859,66.63088684,90.0,91.42852635,94.10754678,68.45902408,73.52117605,78.91850183,-102.3080158,-89.03713637,-121.1593045,-77.73522627,0
hadouken_1_4,-92.33730586,171.1932073,151.1892063,131.7161377,-13.84069549,27.94303442,60.2551187,90.24073715,91.41792283,93.9980421,68.06757905,73.91711021,78.64872859,-102.6421523,-88.50566641,-120.17352,-74.38060786,0
hadouken_1_5,-91.18118891,171.1932073,151.1573399,132.6721849,-15.73200479,27.37770277,58.17255342,89.76225954,91.13162132,94.10021071,67.89726312,74.03510247,78.71062575,-101.2059475,-87.51044708,-120.5559643,-70.59402925,0
hadouken_1_6,-87.58897025,169.1769888,152.102729,133.602819,-16.47688139,28.23744554,65.85445804,90.0,91.26367255,94.17254924,68.32812107,74.23120012,79.0591834,-97.74034116,-85.40574667,-120.7499673,-74.40718906,0
hadouken_1_7,-84.35175263,169.8457334,150.684114,137.6799739,-14.98163257,28.68614757,62.56027205,89.52649194,91.66833745,94.46873955,68.49856568,74.24882634,79.50852299,-96.34019175,-80.88864296,-119.3577535,-69.22774532,0
hadouken_1_8,-85.13548556,168.0238676,151.2059987,140.7353643,-17.44718842,28.76764934,71.20011484,89.76324193,91.5481577,94.77206382,69.06271473,74.65790013,79.81658229,-97.3343788,-81.72410717,-120.7499673,-69.80566575,0
hadouken_1_9,-82.28810759,168.8571101,150.1095751,143.8067927,-18.68735151,26.7829048,62.92791976,90.0,91.85220311,95.41614639,69.93692733,76.03221024,80.43447326,-97.12501635,-81.02737339,-118.7571209,-74.31000707,0
hadouken_1_10,-81.40408856,170.5376778,150.0580575,142.9071627,-15.33328479,29.86691685,76.55138495,91.90123646,92.96823403,96.1837684,71.93469624,77.40961705,81.63411388,-97.27500496,-80.99824488,-117.1496817,-80.9605172,0
hadouken_1_11,-87.42664054,172.234834,144.4182824,138.8534805,-16.33604289,29.7448813,81.02737339,93.82998591,94.27849695,97.11244597,73.66395711,78.80341214,82.53695938,-99.94057303,-85.55875881,-118.5596205,-80.21759297,0
hadouken_1_12,-88.17203176,174.8055711,146.1038334,130.5028484,-12.92599912,27.84757826,57.52880771,94.17298448,94.90729984,97.81529355,74.0877998,79.31778501,83.33334011,-98.91492696,-85.80233164,-118.5112463,-72.94303442,0
hadouken_1_13,-82.56859203,172.763078,141.8636919,122.8812397,-13.81502534,26.76399406,44.35625429,93.96221068,95.06361685,98.23034481,74.02127322,79.60398051,83.86951127,-93.46822926,-80.36246189,-117.6994728,-72.15979569,0
hadouken_1_14,-86.38611925,171.4692344,137.3749615,117.269472,-11.65929265,26.95217893,37.45057823,94.6618731,95.52288082,98.67658167,74.97599613,80.48979165,84.60473543,-96.58194466,-81.9408961,-119.2913622,-69.09201953,0
hadouken_1_15,-84.34557918,172.2781742,133.4088597,103.8911912,-7.35237936,26.17528998,23.09682192,95.85601359,96.29181367,99.39546602,76.19642847,81.64261663,85.43031158,-96.62077608,-81.00285658,-116.5650512,-70.9940158,0
hadouken_2_0,-84.28940686,177.3574547,147.8148941,117.4955273,-5.477368729,42.6862775,64.50244851,95.49689251,93.41658819,94.28153624,75.79030869,77.8450583,80.31121344,-94.15964229,-80.29960806,-116.827874,-66.57130719,0
hadouken_2_1,-84.11401217,176.6822188,149.670914,121.772204,-7.224315694,42.04922089,65.37643521,95.21586392,93.1169886,93.86135414,75.16006084,77.25304243,80.01650557,-93.20948632,-79.96309755,-115.5138704,-64.48612957,0
hadouken_2_2,-84.2321111,176.8636416,154.0577045,126.6686252,-8.806792694,43.22853026,68.67560263,95.02146104,92.5385446,93.56997595,73.98882252,76.72673029,79.66672361,-93.67449952,-80.61848984,-115.7873282,-64.21267182,0
hadouken_2_3,-88.22853026,176.2359651,159.8741539,133.7600252,-9.188836077,44.10014029,73.55962048,94.80348576,92.26795454,93.36048426,72.17294115,76.31354327,79.47773122,-98.66413543,-83.93821121,-117.3682104,-66.80140949,0
hadouken_2_4,-88.17203176,176.1859252,163.5187278,142.0012676,-10.15426658,44.70313333,77.81634341,92.98663699,91.85681885,93.15724383,70.32975411,76.06831076,79.18612249,-98.82974467,-84.28940686,-116.8340435,-67.33544257,0
hadouken_2_5,-86.88915935,176.3785153,164.6871816,146.2106331,-10.98065001,44.39049342,83.13000769,93.86220905,91.70135461,92.95392383,70.88924764,75.89534369,78.83376857,-97.89170243,-83.60104337,-116.5650512,-68.53234856,0
hadouken_2_6,-87.45519562,177.7688254,167.2547105,151.6244781,-9.605204155,46.82796824,87.47917209,93.36646066,91.14576284,92.84213788,71.41506257,75.48084147,78.79212616,-99.18054196,-84.61068824,-117.4075754,-74.31000707,0
hadouken_2_7,-86.82016988,175.6012946,167.2863678,160.974394,-12.80426607,45.93919095,90.3819662,91.19348942,91.14290633,92.94346738,70.07718365,75.16947172,78.60862369,-98.61564818,-84.61068824,-117.6720782,-75.35262473,0
hadouken_2_8,-88.09084757,174.6678411,166.2121471,163.1196698,-10.30484647,48.9909131,97.74777204,90.70731937,91.26677639,93.12945776,69.09443066,75.45552817,78.9342242,-99.18054196,-84.61068824,-118.5112463,-71.56505118,0
hadouken_2_9,-88.74095479,173.1572266,165.8745108,166.6255595,-12.61932229,51.95295747,103.8348532,91.17392954,91.26677639,93.34268155,69.47067856,75.34953109,79.11840108,-99.64804532,-85.27986307,-119.8989018,-72.7585406,0
hadouken_2_10,-83.51692631,173.2901632,165.6851731,167.6484408,-11.80243421,55.73266456,108.9704078,91.6500394,91.26677639,93.43766499,69.97791676,75.17752729,79.07541386,-94.76364169,-80.62790729,-118.8107937,-73.53998519,0
hadouken_2_11,-83.7965521,171.6341139,162.269472,169.8040118,-11.15465974,54.46232221,110.9372853,92.10379695,91.95092673,93.84772676,70.19252713,75.86192765,79.46318808,-94.52882424,-80.02228738,-117.1081229,-68.53234856,0
hadouken_2_12,-81.86989765,171.7536792,159.5739752,170.0419294,-11.30993247,51.1701751,112.2702679,92.1210964,92.08509044,94.17254924,70.03655572,75.99771965,79.64864723,-93.17983012,-78.00916502,-113.9020504,-67.87366519,0
hadouken_2_13,-77.3474435,170.8111639,156.1089076,169.0321278,-9.833563964,51.75357404,110.9557767,92.54994901,92.77244816,94.89040206,70.69918592,76.71134587,80.14313225,-92.6025622,-77.00538321,-114.145542,-81.86989765,0
hadouken_2_14,-79.85445557,172.8749837,150.0940628,166.3286929,-8.9305901,47.29061004,103.5909484,94.18491613,94.13467137,95.79133401,72.50900269,78.27747903,81.17427137,-93.20948632,-78.88695946,-113.3555649,-84.41275604,0
hadouken_2_15,-86.38611925,174.7376046,149.51861,156.4599607,-8.25943798,43.51213247,96.26349061,95.61758059,95.43373721,97.22573394,74.43848967,80.3282303,82.50963178,-98.13010235,-84.34051816,-116.827874,-82.4878559,0
hadouken_2_16,-86.49646836,174.5962086,145.2613747,152.4027041,-9.309940175,40.86532863,86.3785153,96.18293017,95.69644603,97.64163462,75.84858929,80.49052078,83.01894259,-95.71059314,-83.5504653,-116.0418166,-77.73522627,0
hadouken_2_17,-82.20792192,175.4260787,141.1155036,143.6525418,-6.80905018,42.1216305,72.25532837,96.88983746,95.92062071,97.77423252,75.84858929,80.37310276,83.47423553,-92.16107949,-79.78602701,-116.5650512,-75.35262473,0
hadouken_2_18,-81.70285503,175.667686,133.5890592,128.2110254,-6.911227119,36.15818544,57.84770486,97.45207744,96.10543843,98.08735495,76.19642847,80.60861764,84.09024561,-92.67542666,-77.90524292,-115.7504741,-65.30844184,0
